Contact Person,Designation,Organization,LinkedIn Profile
 Sandeep Sogani,Director,PACKAUTO INNOVATION IND. PVT. LTD.,https://in.linkedin.com/in/sandeep-sogani-8258b251
 SANDEEP PAGATUR,Founder and CEO,PAGATUR SOFTWARE PRIVATE LIMITED,https://in.linkedin.com/in/sandeep-pagatur-a91205124
 SANDEEP PAGATUR,Founder and CEO,PAGATUR SOFTWATE PRIVATE LIMITED,https://in.linkedin.com/in/sandeep-pagatur-a91205124
 Harmeen Sandhu,Director,Pahia Infotech Private Limited,https://in.linkedin.com/in/harmeeninfonet
 Poorn Prakash,Relationship Manager,Paintaso Art Studio LLP,https://in.linkedin.com/in/bhanu-prakash-50b33356
 Anurag Shrivastava,Anurag Shrivastava,PampEarth Sustainable Solution's,https://in.linkedin.com/in/anurag-shrivastava-889b4b141
 Abhay Namdev,Founder and CEO,Panthar Infohub Pvt Ltd.,https://in.linkedin.com/in/abhay-namdev121
 Saumitra Sahai,Paradigm,PARADIGM INNOMED,https://in.linkedin.com/in/samsahai
 Ashutosh Baheti,CEO,Paras Anti Drone Technologies Pvt Ltd,https://www.linkedin.com/in/ashutoshbaheti
 Nikhil Jadhav,F,PARIVARTAN INNOVATIONS PRIVATE LIMITED,https://in.linkedin.com/in/nikhil-jadhav-4234761b6
 Amrit Choudhury,Ceo& Founder,Parkobot (Goparkk Technology Pvt Ltd),https://www.linkedin.com/in/amitkchoudhary
 DHIRAJ KARNAWAT,FOUNDER,parshwanath health consultancy llp,https://in.linkedin.com/in/dr-dhiraj-karnawat-77228424
 KEVAL SONDARVA,CO-FOUNDER,Passdn Technologies Pvt Ltd,https://in.linkedin.com/in/keval-sondarva
 Nitish Ranjan Jha,CTO,Pathwise Laboratories Pvt. Ltd.,https://in.linkedin.com/in/nitishranjanjha
 Sambathkumar Nagaraj,Founder,Pattuthadam,https://in.linkedin.com/in/sambathkumarnagaraj
 Akshaya S,Founder,Paw Party,https://in.linkedin.com/in/akshaya-s-3b63651a6
 MITHLESH JHALA,DIRECTOR,PAWSOME DOGGY DHABA EXPRESS PVT. LTD.,https://in.linkedin.com/in/mithlesh-jhala-322367317
 Alka Mehta,Founder & CEO,PayAid Payments Private Limited,https://in.linkedin.com/in/alka-mehta-89846a11
 Srijan Sharma,Srijan Sharma,PEBBLEJAR LABS OPC PRIVATE LIMITED,https://in.linkedin.com/in/srijans
 Vivekanand Tripathi,Director,PeLocal Fintech Private Limited,https://in.linkedin.com/in/vivekanand-tripathi-631a324
 Kiran Baddi,Director,Pequrel Technologies Private limited,https://in.linkedin.com/in/kiransbaddi
 Saniya Jeswani,Founder and CEO,Perkant Tech,https://in.linkedin.com/in/saniya-jeswani-a33619166
 Ashish Jawa,Director,PERSONAL TOUCH PHARMACEUTICALS PRIVATE LIMITED,Not found
 Avinash Salunke,Founder Director,Pestosys LLP,https://in.linkedin.com/in/avinash-salunke-67422261
 Naga Sai Jagadeesh Chitroju,Founder,PGFY,https://in.linkedin.com/in/itssaijagadeesh
 Priyam Tyagi,Founder,Phantastic Bioplastics Private Limited,https://in.linkedin.com/in/priyam-tyagi-phantastic
 Amit Sehgal,Director,PharynxAI Technologies Pvt Ltd,https://in.linkedin.com/in/amit-sehgal-4409117
 MAHARSHI SUBHASH,Director,PHIMACH AEEROSPACE PVT LTD,https://in.linkedin.com/in/dr-ing-maharshi-subhash-a42a8526a
 ROMAN SHAYO,COMMERCIAL DIRECTOR,PHOTONS ENERGY LTD,https://tz.linkedin.com/in/roman-shayo-0aa1b278
 Bhubon Chandra Mech,Director & CEO,Phra Narai Semicon Systems Labs,https://in.linkedin.com/in/bhubon-mech-6b999576
 Jaswant Singh,Founder,Physioplus Healthcare,https://in.linkedin.com/in/palak-sharma-308853228
 Vaibhav Mishra,Key Account Manager,Pi Green Innovations Pvt Ltd,https://in.linkedin.com/in/vaibhavshivam
 KRISHNA KUMAR,KRISHNA KUMAR,PICRAFT-TECHNOLOGY PRIVATE LIMITED,https://in.linkedin.com/in/krishna-singh-89047b1b3
 Sumit Jain,Vice President,Pidge Technologies Pvt Ltd,https://in.linkedin.com/in/-sumit-jain
 Manan Issar,CEO & Founder,Piltover Technologies,https://in.linkedin.com/in/issarmanan
 Mohit Goyal,Founder,Pinecart,https://in.linkedin.com/in/whomohitgoyal
 Aditi Madan,aditi madan,Pinqstory Private Limited,https://in.linkedin.com/in/dr-aditi-madan-a72a3032
 Vanshika Mangla,Co-Founder,Pitch Our Way,https://in.linkedin.com/in/vanshika-mangla-0b2490140
 ANSHU KUMAR MISHRA,FOUNDER,PKD ARENA PRIVATE LIMITED,https://in.linkedin.com/in/anshu-kumar-mishra-72a856240
 Rhea Singh,Head of ESG,Planet Protector Packaging,https://in.linkedin.com/in/rhea-singh-ba46b4124
 Mihir Gandhi,CEO,Planetgreen Tech and Trade Pvt Ltd,https://in.linkedin.com/in/mihir-gandhi-b830444
 Shshank Shrivastava,Shshank shrivastava,Planterra banana fiber Pvt. Ltd.,https://in.linkedin.com/in/shshank-shrivastava-b71695196
 Dr Krishna Prasad,Director,PlebC Innovations Private Limited,https://in.linkedin.com/in/dr-krishna-prasad-iima
 Vijayaraja R,Managing Director,Plenome,https://in.linkedin.com/in/vijayaraja-rathinasamy
 SAILESH KUMAR Saw,Founder and director,PLUGMAN (KUFU PLUGMAN ELECTRONICS PRIVATE LIMITED,https://in.linkedin.com/in/sailesh-kumar-saw-plugman-004b49179
 Vivek Vivek,Vivek,Plugzmart,https://in.linkedin.com/in/vivek-samynathan-rajamanickam-23327b64
 Pradyumn Mane,Founder & Chief Inspiration Officer,PM Scientific Pvt. Ltd.,https://in.linkedin.com/in/pradyumn-mane
 Sonali Patil,Founder & Chief Nutrition Officer,Poshan For Life,https://in.linkedin.com/in/sonali-patil-422ba829a
 Preeti Agarwal,CEO,Positival,https://no.linkedin.com/in/preeti-agarwal/no
 AMAN RAWAT,Founder,Postfaym technologies private limited,https://in.linkedin.com/in/amanrawat
 Manish Jain,Manish Jain,Power Profit Technologies Pvt Ltd,https://in.linkedin.com/in/mjain20
 RITUL SHAH,RITUL SHAH,POWERAUM ELECTRONICS PVT LTD,https://www.linkedin.com/in/ritul-shah-278a86a
 Tanmay Chopra,CEO,PowerDelivery,https://www.linkedin.com/in/tanmayc98
 Vikesh Sharma,Founder,POWERMITRA CLEANTECH PRIVATE LIMITED,https://in.linkedin.com/in/vikeshsharma
 Jayesh Nai,Co-Founder,Prahantam PVT LTD,https://in.linkedin.com/in/jayesh-bhati-9a10a1265
 Karan Birpali,Founder & CEO,Prakarann Innovation Lab Private Limited,https://in.linkedin.com/in/karan-birpali
 Prajwal Sharma,Co-Founder,PRAM Educate IT Software LLP,https://in.linkedin.com/in/prajwal-sharma-a44b85309
 AMLAN BISWAL,Director,PRAMOD VIDYABHABAN PVT. LTD.,https://in.linkedin.com/in/amlan-biswal-569b5b55
 ADITI MULLICK,Founder & Managing Director,PRASINOS TECH INNOVATIONS PVT LTD,https://in.linkedin.com/in/dr-aditi-mullick-05aa6916a
 Anshuman Upadhyay,Director,Pravidhaan farmer producer company ltd,https://in.linkedin.com/in/anshuman-upadhyay-84a793111
 Vijay Mamtani,Director,Prayogik,https://in.linkedin.com/in/vijay-mamtani-44b636150
 Praveen Yadav,Chief AI,PRCEPT AI LLP,https://in.linkedin.com/in/pravyai
 Priyansh Negi,Co-Founder,PredCo,https://in.linkedin.com/in/priyanshnegi
 Prabha Sunder,CEO,PredictML AiDatatech Pvt Ltd,https://in.linkedin.com/in/prabha-sundar-2b87899
 Shivanshu Dwivedi,Founder & CEO,Predulive Innovations Pvt. Ltd.,https://in.linkedin.com/in/shivanshu-dwivedi10
 CEO Cofounder,CEO & Cofounder,PrepAud,Not found
 ANURADHA THAKUR,ANURADHA THAKUR,Prian EMobility pvt Ltd,https://in.linkedin.com/in/anuradha-thakur-335543170
 Prithvi Chowhan,Director,Prica Labs Private Limited,https://in.linkedin.com/in/prithvi-chauhan-b2458515a
 Amit Goyal,Director,PRIDE INDIA ENGINEERING SOLUTIONS PVT LTD,https://in.linkedin.com/in/amit-goyal-90569615
 Ekta Sharma,Lead Manager - Business Development,Primary Healthtech Private Limited,https://in.linkedin.com/in/niks-ektasharma
 Neeraj Bisht,Director,Printfuse Global Pvt Ltd,https://in.linkedin.com/in/neeraj-bisht-36619616
 Siddheshwar Panda,Co-Founder & CEO,Printpanda India Private Limited,https://in.linkedin.com/in/sidd-panda
 Anshul Anand,CEO,Priyankar Prasad,https://in.linkedin.com/in/anshul-anand-a9336b3
 Yogesh Deharia,Yogesh Deharia,PROCSOL INDIA MANAGEMENT CONSULTANT LLP,https://in.linkedin.com/in/yogesh-dehariya-74b0a7b7
 SANCHIT GUPTA,DIRECTOR,Procydia,https://in.linkedin.com/in/sanchit-gupta-06937b2a7
 Anjani Kumar Upadhay,Scientist,ProCyto Labs Pvt. Ltd.,https://in.linkedin.com/in/anjani-kumar-upadhyay
 Kamal Peddinti,Managing partner,ProEnz Biosciences,https://in.linkedin.com/in/chirakkal-akshara-0a3202295
 Saurabh Arora,Founder,Profrea Solutions Private Limited,https://in.linkedin.com/in/arorasaurabh
 Yamuna Sastry,Founder,Project Financial Dignity,https://in.linkedin.com/in/yamuna-sastry-51a82624
 Vaibhaw Dwivedi,Founder & CEO,Proleri,https://in.linkedin.com/in/vaibhaw-dwivedi-69ab275
 Abhinav Chauhan,CEO/Founder,Promecens Entosystems Private Limited,https://in.linkedin.com/in/abhinav-chauhan-mrt
 MINAL PATIL,MARKETING EXECUTIVE,Protectt.ai Labs Pvt. Ltd.,https://in.linkedin.com/in/pankaj-patankar-842bab23
 Shashwat Sikka,Founder,Provakil,https://in.linkedin.com/in/shashwat-sikka-157439a
 Raviraj Kumar,Founder,Provoke Developers Private Limited,https://in.linkedin.com/in/raviraj-kumar-mca201114
 Ketan Khanna,General Manager Alliance & Client relations,PROXGY,https://in.linkedin.com/in/ketan-khanna24
 Rajul Patkar,Founder and CEO,Proximal Soilsens Technologies Private Limited,https://in.linkedin.com/in/rajulpatkar
 Kiratsinh Jadeja,Kiratsinh Jadeja,Proxy Gyan,https://in.linkedin.com/in/kiritsinh-jadeja-7390462b9
 Kuldeep Jain,Deputy Head Finance,PROZO INTEGRATED LOGISTICS PRIVATE LIMITED,https://in.linkedin.com/in/kuldeepjainhsr
 NANDNI SARAOGI,BUSINESS HEAD,PrraniGanga,https://www.linkedin.com/in/nandni-saraogi
 DONKINA SANTHOSH,CEO,PuakaAagriAqua,https://in.linkedin.com/in/santhosh-donkina-39719644
 Akash Kumar Sahu,Founder & CEO,Publiconn Digital private Limited,https://in.linkedin.com/in/sahu-akash-kumar
 HARISH ADATIYA,CEO,PugArch Technology Pvt Ltd,https://in.linkedin.com/in/harish-adatiya-04319242
 Vanlalmuansangi Khenglawt,Founder & CEO,"Puitu Tech Private LimitedDept of IT, Mizoram University, Tanhril, Mizoram - 796004",Not found
 Haren Chelle,CEO and Co -founder,PULSEGEN TECHNOLOGIES PRIVATE LIMITED,Not found
 Deepak Rai,Deepak Rai,PULSEPLAY DIGITAL PRIVATE LIMITED,https://in.linkedin.com/in/deepakrai9
 SHAKTI SINGH,CEO,PURAKART INDIA PRIVATE LIMITED,https://in.linkedin.com/in/purakart
 Albidora Jitem,Founder,Pure Dawai,https://in.linkedin.com/in/patricia-gupta-39589913b
 Ujjval Kant,Founder & Director,Pure Embrace Morningwale Farms LLP,https://in.linkedin.com/in/ujjval-kant-6a4712337
 R K D Satya Prasad Gollakota,CEO,PUREWATT RENEWABLES PRIVATE LIMITED,https://in.linkedin.com/in/satya-prasad-gollakota
 Anurag Kushwaha,Co-Founder & CTO,Pushpak AI,https://in.linkedin.com/in/k-anurag
 Lamphrang Lyngdoh,IVCS Member,"Pynter IVCS, Pynursla Block",https://in.linkedin.com/in/lamphrang-lyngdoh-0834111b2
 Shivansh Gaur,Co-founder,Pyzen Technologies Private Limited,https://in.linkedin.com/in/shivansh-gaur-py
 Hilmi Quraishi,Hilmi Quraishi,Qaff Innovatiosn Pvt. Ltd.,https://ca.linkedin.com/in/hilmi-quraishi-29588012
 Satish Mishra,Sales Manager,Qboid IoTech Private limited,https://in.linkedin.com/in/satish-mishra-623b591ab
 Hrutuja Salunkhe,Special project and Initiative Lead,QHills Technology Pvt. Ltd.,https://in.linkedin.com/in/hrutuja-salunkhe-790520198
 Manash Kakati,Manash Kakati,Qoptars Private Limited,https://in.linkedin.com/in/manash-kakati-ba5b16197
 Tushar Verma,Co-Founder,Qthrust Business Solutions Private Limited,https://in.linkedin.com/in/tushars25
 Abhraneel Saha,Cofounder and CTO,QTrino Labs Pvt Ltd,https://in.linkedin.com/in/abhishek-sriwastav
 Chandan Kumar Sahoo,Founder & CEO,Qualysec Technologies Pvt. Ltd.,https://in.linkedin.com/in/chandan-kumar-sahoo-5155b61b5
 Chetna Bogra,Founder,QuantamQuip SoftTech Pvt Ltd,https://in.linkedin.com/in/chetna-bogra-b351b06a
 Rikteem Bhowmick,Technical Lead Quantum Communication,Quantum AI Global ( QAIG Pvt. Ltd),https://in.linkedin.com/in/rikteem-bhowmick-aa3050228
 Sanjay Chittore,Founder & CEO,Quantum AI Global (QAIG),Not found
 SABU M THAMPI,FOUNDER & MANAGING DIRECTOR,Quantumweave Intelligence,https://in.linkedin.com/in/sabuthampi
 Abhishek Bhattacharjee,Abhishek Bhattacharjee,Quasitech Innovations Pvt. Ltd.,https://in.linkedin.com/in/abhishek-bhattacharjee-84426863
 Sathyajit Neogi,Director,QUIVIVE AUTOMATA PRIVATE LIMITED,https://in.linkedin.com/in/satyajit-neogi-aa1bb1b2
 Sahasrabda Sai Pradhan,Director,Quixotix Bioprinting Private Limited,https://in.linkedin.com/in/sahasrabda-sai-pradhan-859994211
 MANIK SEHGAL,FOUNDER,RAASA KARTS INDIA PRIVATE LIMITED,Not found
 Abhinandan Bhargava,"Co-Founder, CMO",RAAV Techlabs Pvt. Ltd.,https://in.linkedin.com/in/abhinandan-bhargava-32811812b
 Rahul Karn,Founder,Rabstract Technologies private ltd,https://in.linkedin.com/in/rahulkarn
 TISHYA SAMBODHI,CO-FOUNDER,RAFTECH SOLUTIONS,https://in.linkedin.com/in/tishya-sambodhi-63755a225
 Akshay Jadhav,"Founder, director",Raftech Solutions Pvt Ltd,https://in.linkedin.com/in/akshay-jadhav-193803204
 Dantis Joe Shaji,Co-Founder / Director,Raftel International,https://in.linkedin.com/in/dantisjoeshaji
 Pragya Singh,Head - Strategic Alliances,Raha Insure,https://in.linkedin.com/in/drpragya-singh
 Yati Bajaj,Marketing Manager,Raheja Solar Food Processing Pvt. Ltd.,https://in.linkedin.com/in/yatibajaj
 Gaurav Pundir,Manager,Rajanyas Ecommerce Private Limited,https://in.linkedin.com/in/gaurav-pundir-38bb7ba9
 Kartik Gaggar,Slo Mo Experiences Private Limited,Rajasthan Studio,https://in.linkedin.com/in/swatigaggar
 Rajesh Palani,CEO,Rajesh Laboratories Pvt. Ltd.,https://in.linkedin.com/in/dr-rajesh-palani-805b27188
 Raksheet Jain,Raksheet Jain,Raksheet Jain,https://in.linkedin.com/in/raksheet-jain-4b51071a6
 Kalyan Dani,Founder,Ram Antivirus Pvt Ltd,https://in.linkedin.com/in/kalyan-dani-1b1ba871
 Pooja Goswami,Director,RAMJA Genosensor Pvt.Ltd.,https://in.linkedin.com/in/ramja-genosensor-7b67371a2
 Chirag R,Director,RankBook Learning and Software Solutions Pvt Ltd,https://in.linkedin.com/in/chirag-rbls
 Pooja Mishra,Senior Vice President,Raphe mPhibr Private Limited,https://in.linkedin.com/in/pooja-mishra1211
 SURAJ ANAND,SURAJ ANAND,Rapid boom educational hub,https://in.linkedin.com/in/suraj-anand-sir-8b7280229
 Nipun Sawhney,CEO,Rapidx Bio,https://uk.linkedin.com/in/sawhneynipun
 Rohit Gulati,RARR TECHNOLOGIES PRIVATE LIMITED,RARR TECHNOLOGIES PRIVATE LIMITED,Not found
 Saral Jain,Saral Jain,Rashail Tech Labs Private Limited,https://in.linkedin.com/in/saral-jain-397948146
 DHEERAJ GUPTA,CEO,Ravian artificial intelligence pvt ltd,https://in.linkedin.com/in/dheeraj-gupta-a4a28379
 Biplab Bhattacharjee,Biplab Bhattacharjee,ravvani exports.llp,https://in.linkedin.com/in/dr-biplab-bhattacharjee-055939218
 Rabbani Bagwan,Founder & Director,RBOLO INFO SERVICES PRIVATE LIMITED,https://in.linkedin.com/in/rabbani-bagwan-a3859326a
 Subhasish Nath,Program Director,Rchobbytech Solutions Private Limited,https://in.linkedin.com/in/subhasish-nath
 Jayant Karve,Director and CEO,RCupe Lifesciences Pvt Ltd,https://in.linkedin.com/in/jayant-karve-2003898
 JAI KANT,JAI KANT,RDRKD RUBBER AND PLASTIC INDUSTRY PVT LTD,https://in.linkedin.com/in/jai-kant-a7b110171
 Mithil Kotian,Consumer experience specialist,React labs private limited,https://in.linkedin.com/in/mithil-kotian-b1a88421b
 Chintan Mishra,Founder and CEO,Rebhu Computing,https://in.linkedin.com/in/chintanmishra18
 Harsh Bajoria,Director,Recex Private Limited,https://in.linkedin.com/in/harsh-bajoria-recex
 Kanishka Sharma,Operations Manager,RecordsKeeper.AI,https://in.linkedin.com/in/kanishka-sharma3
 Srivathsa GS,CEO,Recues Biosciences Pvt Ltd,https://in.linkedin.com/in/srivathsa-gs-86a50b86
 Vayu Jain,Managing Director,RECYCLEKART PRIVATE LIMITED,https://in.linkedin.com/in/vayujain
 Vedant Gandhi,Vedant Gandhi,recycleX Pvt Ltd,https://in.linkedin.com/in/vedant-gandhi
 Sumit Pandita,Senior Sales Manager,Red Piranha,https://in.linkedin.com/in/sumit-pandita-
 Nupur Aggarwal,Lead B2B,Redcliffe Hygiene Pvt Ltd,https://in.linkedin.com/in/aggnupur
 ARUN KOTHARAMATH,COO,Redinent Innovations Pvt Ltd,https://in.linkedin.com/in/arun-k-b0318b55
 Sumit Saha,Head - B2B,Redplum Pvt Ltd,https://in.linkedin.com/in/sumit-saha-11803192
 SEONGHYEON HAN,Manager,ReFeed Inc.,https://kr.linkedin.com/in/seonghyeon-han-9524892b7
 TUSHAR SUHALKA,FOUNDER,REGRIP INDIA PRIVATE LIMITED,https://in.linkedin.com/in/tusharsuhalka
 Puneet Mehrotra,Director,Reinste Nano Ventures Pvt Ltd,https://in.linkedin.com/in/puneetmeh
 Akshay Gopal Sharma,CEO's Office,Reinvent Agrochain Private Limited,https://in.linkedin.com/in/akshay-gopal-sharma-b303211a0
 Vivek Goel,Director,Remine India Private Limited,https://in.linkedin.com/in/vivgoel
 Nitin Mathur,Nitin Mathur,Rentit4me,https://in.linkedin.com/in/nitin-mathur-2517109
 Ritesh Sharma,Senior Vice President,Rentology Global Solutions Private Limited,https://in.linkedin.com/in/riteshssharmaa
 BHERAV JAIN,FOUNDER,REPROC,https://in.linkedin.com/in/bherav-jain
 Aakash Bhardwaj,CEO,ReShield,https://in.linkedin.com/in/bhardwaj-aakash
 Pravat Panda,Founder,Retrod,https://in.linkedin.com/in/pravatkp
 Yash More,Founders Office Executive,Revamp Moto Pvt. Ltd.,https://in.linkedin.com/in/yashmorer
 Pankaj Bagri,Founder,Revhead Spare Solutions Pvt Ltd,https://in.linkedin.com/in/pankaj-bagri-21277430
 POOJA M,CEO,Revino Solutions Private Limited,https://in.linkedin.com/in/poojamm
 PRIYANKA BAIRATHI,CDO,REVOQUANT AI,https://in.linkedin.com/in/priyankabairathi
 Kapil Dev Soni,CEO,Revoquant Ai Private Limited,https://ae.linkedin.com/in/kapildsoni
 Ashutosh Prakash Singh,Founder Director,Revrag AI Technology Private Limited,https://in.linkedin.com/in/ashutoshpsingh
 Prince Thomas,Founder and CEO,Rextech Studios,https://in.linkedin.com/in/prince-thomas-a490b1187
 Prashant Kangad,Prashant Kangad,Reyansh Technologies,https://in.linkedin.com/in/prashant-kangad-4b562414a
 Sarthak Ladhani,Senior Product Marketing Manager,Rezo.ai,https://in.linkedin.com/in/sarthak-ladhani
 Srikanth reddy Aileni,Director Business Development,RFMW INNOVATIONS LAB PVT LTD,https://in.linkedin.com/in/srikanth-reddy-9ab943205
 Sravya Dumpala,8123427455,Rhinostream technologies Private Limited,https://in.linkedin.com/in/sravya-dumpala
 Subhadeep Saha,Director,Rho Beverages Private Limited,https://in.linkedin.com/in/subhadeep-saha-468394184
 Balarishisha Sten,Founder,Rida Sten Food Cottage,https://in.linkedin.com/in/banisha-sten-8b4441308
 SHUBHANIT KESHRI,CEO,RIJUVALIKA TECHNOLOGIES PRIVATEÂ LIMITED,https://in.linkedin.com/in/shubhanit-keshri-88787131a
 SHUBHANIT KESHRI,CEO,RIJUVALIKA TECHNOLOGIES PRIVATE LIMITED,https://in.linkedin.com/in/shubhanit-keshri-88787131a
 Kaushal Rajeev Kothari,Founder,Ripple Healthcare Private Limited,https://in.linkedin.com/in/kaushal-kothari-086392116
 Harish Tyagi,Director,Risk Mind Technologies Cloud Solutions Private Limited,https://in.linkedin.com/in/harish-tyagi-1880142
 Chetna Gupta,"AVP- Business Operations, HR & Finance",RK Associates Valuers & Techno Engineering Consultants Pvt Ltd,https://in.linkedin.com/in/chetna-gupta-45481429
 Dinesh Kumar,Founder & CEO,RM Furniture Rental Pvt. Ltd.,https://in.linkedin.com/in/dinesh-kumar-minterminds
 Nitin Sharma,Nitin sharma,Road Pilot technologies pvt ltd,https://in.linkedin.com/in/nitin-sharma-47004a16
 Vishesh Kingrani,Director,Roadlyne Logistics Solutions Private Limited,https://in.linkedin.com/in/vishesh-kingrani-519a6b310
 Anil Nair,Executive Director,Robo Bionics (Bionic Hope Private Limited),https://in.linkedin.com/in/anilnair90
 Roomi Jan,Marketing Manager,Roomi Jan,https://in.linkedin.com/in/roomi-jan-338a31299
 AYUSH SINGH,CEO,ROOMSVITAL,https://in.linkedin.com/in/ayush-singh-a9a371194
 Avinash Karale,CEO,Rowbotix Agtech Pvt Ltd,https://in.linkedin.com/in/avinash-karale-a91b5310b
 Jaskaran Dhillon,Managing Director,Royal Guild Financial Services Private Limited,https://in.linkedin.com/in/jaskaran-dhillon-8ba006119
 Vinod Gupta,Founder and CEO,RRB Advisory Services Pvt Ltd (Brand: Clarigro),https://in.linkedin.com/in/vinod-gupta-6161b222
 Anandita Kathuria,CEO,Ruby Raang Studio,https://in.linkedin.com/in/ananditakathuria
 Arushan R Katyal,Director,Rudra Samrat OPC Private Limited,https://in.linkedin.com/in/arushanrkatyal
 Dr Rajkumar Halder,Mr Gagan Hanjon,Ruhvenile Biomedical OPC Pvt. Ltd. (Non -Member),https://in.linkedin.com/in/007gagan-hanjon
 Ashok Gorre,Ashok Gorre,Rural Rise Agrinery LLP,Not found
 Venkata Sai Vamsi P,CTO,Rutakshi Technologies Pvt Ltd,https://in.linkedin.com/in/venkata-sai-vamsi
 Shivangi Vardhan,Marketing & Alliances Lead,Rx One Care Pvt Ltd,https://in.linkedin.com/in/dr-shivangi-vardhan-99857a211
 Deepak Kumar Rauniar,CEO,Ryan Electric,https://www.linkedin.com/in/deepak-rauniar
 Chirag Shah,CEO,Rymo Technologies Pvt Ltd,https://in.linkedin.com/in/chirag-shah-9b1a70b0
 SHIKHA NAGORI,PARTNER,SA DIGITAL,https://in.linkedin.com/in/shikha-nagori-b94b81179
 MONICA SHRIVASTAVA,CEO/Co-Founder,SAAFKAR,https://in.linkedin.com/in/monica-shrivastava-26611811b
 Astha Ratan,Founder,Saantha,https://in.linkedin.com/in/astha-ratan
 Vishal Jain,vishal jain,Saarthi AI Private Limited,https://in.linkedin.com/in/vishal-jain-saarthiai
